Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
202201706,942673,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202201735,938861,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
202201735,940147,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202201741,954816,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202201741,968930,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
202201741,971376,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",08/22/2023,No penalty
202201745,939522,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,No penalty
202201745,945621,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,No penalty
202201745,948662,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2023,No,,,,,,No penalty
202201753,951169,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202201753,954424,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202201777,954841,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202201802,944038,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,Command Discipline - A
202201826,970828,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2023,No,,,,,,Command Discipline - A
202201829,959684,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
202201851,961850,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202201851,963885,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,No penalty
202201877,933598,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202201879,960947,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Closed Administratively (Instructions)
202201883,958329,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202201914,970290,Substantiated (Formalized Training),Substantiated (Formalized Training),11/30/2023,No,,,,,,Closed Administratively (Instructions)
202201921,942857,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A (Vacation: 5 days)
202201921,943043,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,Command Discipline - B (Vacation: 6 days)
202201948,949656,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202201952,952681,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A (Vacation: 0.50 days)
202201952,961245,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A (Vacation: 0.50 days)
202201964,963410,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202201968,954648,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
202201978,938663,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,No penalty
202201978,963246,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,No penalty
202201978,966872,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2023,No,,,,,,No penalty
202202037,949401,Substantiated (Formalized Training),Substantiated (Formalized Training),09/28/2023,No,,,,,,Formalized Training
202202061,946402,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202068,970216,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202202076,915565,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202202091,968340,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202102,959503,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2023,No,,,,,,No penalty
202202133,944092,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
202202133,968566,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Resigned
202202133,968802,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Formalized Training
202202133,970073,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Formalized Training
202202133,970115,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Formalized Training
202202138,942396,Substantiated (Command Discipline B),Substantiated (Command Discipline B),06/28/2023,No,,,,,,No penalty
202202141,938858,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/06/2023,No,,,,,,No penalty
202202153,958897,Substantiated (Command Discipline B),Substantiated (Formalized Training),,No,,,,,,
202202178,938221,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202202,967457,Substantiated (Command Discipline A),Substantiated (Command Discipline B),10/02/2023,No,,,,,,Command Discipline - A (Vacation: 3 days)
202202206,932280,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202221,952758,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202237,948593,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/25/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202269,930400,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202269,956539,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A (Vacation: 0.25 days)
202202277,955597,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202283,965415,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202287,936559,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202290,953050,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,No penalty
202202293,941204,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",08/18/2023,
202202293,945934,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
202202294,949714,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202202294,950100,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202202310,951648,Substantiated (Formalized Training),Substantiated (Formalized Training),10/25/2023,No,,,,,,Formalized Training
202202319,971882,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202328,956787,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202328,959262,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202332,951624,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202202332,970814,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A (Vacation: 5 days)
202202348,968601,Substantiated (Formalized Training),Substantiated (Formalized Training),10/25/2023,No,,,,,,Formalized Training
202202350,966715,Substantiated (Formalized Training),Substantiated (Formalized Training),10/02/2023,No,,,,,,No penalty
202202356,946480,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202356,948469,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202356,968090,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/10/2023,No,,,,,,No penalty
202202357,963224,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202357,963742,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",10/06/2023,Command Discipline B
202202357,969177,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",10/05/2023,No penalty
202202359,942552,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202364,943498,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,No penalty
202202364,945472,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,No penalty
202202364,948856,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202202364,958625,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,No penalty
202202364,967402,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202202367,966082,Substantiated (Formalized Training),Substantiated (Formalized Training),10/25/2023,No,,,,,,Formalized Training
202202367,966549,Substantiated (Command Discipline A),Substantiated (Command Discipline B),10/25/2023,No,,,,,,Command Discipline - B (Vacation: 2 days)
202202367,966781,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/25/2023,No,,,,,,Command Discipline - B (Vacation: 10 days)
202202367,968667,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202407,942960,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Retired,07/26/2023,
202202413,960317,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A (Vacation: 3 days)
202202413,964325,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,No penalty
202202427,960709,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
202202427,965752,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
202202457,966808,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2023,No,,,,,,Command Discipline - A
202202475,935186,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202202485,939118,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202487,969400,Substantiated (Formalized Training),Substantiated (Formalized Training),10/25/2023,No,,,,,,Formalized Training
202202489,945618,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202202497,950858,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202497,961850,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202503,962682,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202511,972221,Substantiated (Formalized Training),Substantiated (Formalized Training),11/30/2023,No,,,,,,Closed Administratively (Instructions)
202202524,966437,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
202202526,947371,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202528,966082,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202529,963237,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,No penalty
202202531,962769,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202539,968540,Substantiated (Command Discipline A),Substantiated (Command Discipline B),10/25/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202539,968749,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/25/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202546,969993,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202547,953903,Substantiated (Command Discipline A),Substantiated (Command Discipline B),10/31/2023,No,,,,,,Command Discipline - B (Vacation: 2 days)
202202547,957094,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202202547,968703,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A (Vacation: 2 days)
202202558,963047,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
202202563,928143,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
202202563,933110,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
202202563,954770,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
202202563,961539,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
202202571,945802,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
202202572,964941,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202581,965625,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202586,964266,Substantiated (Formalized Training),Substantiated (Formalized Training),04/28/2023,No,,,,,,Formalized Training
202202587,934070,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
202202592,951523,Substantiated (Command Discipline A),Substantiated (Command Discipline B),10/31/2023,No,,,,,,Command Discipline - B (Vacation: 1 day)
202202592,960033,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
202202604,952681,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202604,961245,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202607,961791,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
202202607,967801,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Resigned
202202614,940131,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202655,955634,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
202202655,966808,Substantiated (Formalized Training),Substantiated (Formalized Training),08/28/2023,No,,,,,,No penalty
202202661,954129,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,No penalty
202202661,964913,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,No penalty
202202683,947757,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202202683,963147,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202202684,958441,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202687,949626,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202705,948836,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/25/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202712,933077,Substantiated (Charges),Substantiated (Charges),,No,,,,,,
202202712,958146,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
202202712,966790,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
202202741,965108,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202202744,946970,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
202202749,964614,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
202202753,959978,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202753,967747,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202769,966574,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,No penalty
202202774,957992,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",11/02/2023,
202202775,943444,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/24/2023,No,,,,,,No penalty
202202798,950577,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202202798,964778,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
202202803,968913,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/02/2023,No,,,,,,Command Discipline - B (Vacation: 2 days)
202202817,969914,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202821,968002,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202202837,943771,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/01/2023,No,,,,,,No penalty
202202848,941209,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Closed Administratively (Command Discipline - B) / Vacation: 8 days
202202848,953030,Substantiated (Charges),Substantiated (Charges),,No,,,,,,
202202873,940131,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,No penalty
202202884,961881,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,05/17/2023,
202202933,915678,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202933,972741,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202947,966559,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202947,967656,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202947,969928,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202202953,966577,Substantiated (Formalized Training),Substantiated (Formalized Training),11/30/2023,No,,,,,,Formalized Training
202202961,964062,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202202968,940657,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202202968,941319,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/06/2023,No,,,,,,Formalized Training
202202968,967346,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",11/10/2023,
202202987,935245,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203009,957518,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203013,941043,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
202203013,949574,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/31/2023,No,,,,,,Command Discipline - B (Vacation: 2 days)
202203014,968175,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203030,932948,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
202203030,935964,Substantiated (Command Discipline A),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
202203031,954136,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203035,947479,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203035,954887,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203035,959133,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203036,939384,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,No penalty
202203036,958461,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203038,941107,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203041,958533,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203045,967153,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203045,967520,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203046,934791,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203051,943092,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/09/2023,No,,,,,,No penalty
202203080,932167,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,08/01/2023,
202203080,951815,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,08/01/2023,
202203095,936304,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203117,950575,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
202203131,933698,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203167,955120,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203229,963967,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203232,965108,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203247,968364,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203275,956744,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/17/2023,No,,,,,,No penalty
202203286,966968,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203287,953714,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203295,936151,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/25/2023,No,,,,,,No penalty
202203327,938490,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,Yes,,,,Pending,,APU - Decision Pending
202203328,941282,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Closed Administratively
202203334,958401,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203368,931178,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203400,951784,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203400,955616,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203407,959054,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Closed Administratively (Instructions)
202203431,935069,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/02/2023,No,,,,,,No penalty
202203442,960709,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203447,942868,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202203447,964853,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203451,934897,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203451,935012,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203471,955886,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203471,965019,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 1 day)
202203473,954648,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203473,969891,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203480,945799,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203481,967044,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Resigned
202203486,949429,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,No penalty
202203503,949391,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203504,941281,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 2 days)
202203510,946506,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",12/07/2023,Forfeit vacation 1 days
202203510,962224,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B
202203515,891057,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202203515,948245,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202203515,969279,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/30/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
202203535,946089,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203555,931015,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203555,959950,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,No penalty
202203556,971161,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202203562,934831,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203569,950748,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
202203578,932557,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
202203578,950499,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203603,965879,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203603,966183,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202203603,966991,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202203603,967256,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202203603,971706,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203606,951644,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203612,938023,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
202203612,964960,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203622,949176,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203630,945876,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203633,916969,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203651,931631,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203651,969460,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202203665,950049,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203665,956786,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/30/2023,No,,,,,,Command Discipline - A
202203671,969488,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202203674,964608,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203674,967289,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202203675,948676,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
